DATAFLOW,FREQ,REF_AREA,DATA_TYPE,MEASURE,SEX,AGE,EDU_LEV_HIGHEST,LABOUR_PROFESS_STATUS_B,TIME_PERIOD,OBS_VALUE,OBS_STATUS,NOTE_DS,NOTE_REF_AREA,NOTE_DATA_TYPE,NOTE_MEASURE,NOTE_SEX,NOTE_AGE,NOTE_EDU_LEV_HIGHEST,NOTE_LABOUR_PROFESS_STATUS_B,NOTE_TIME_PERIOD,BASE_PER,UNIT_MEAS,UNIT_MULT
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y35-44,99,99,2022,16.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y35-44,99,99,2023,14.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y45-54,99,99,2022,16.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y45-54,99,99,2023,15.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y55-59,99,99,2022,14.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y55-59,99,99,2023,16,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y60-64,99,99,2022,13.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y60-64,99,99,2023,15.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y65-74,99,99,2022,16.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,1,Y65-74,99,99,2023,15.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y_GE11,99,99,2022,42.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y_GE11,99,99,2023,42.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y_GE75,99,99,2022,52.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y_GE75,99,99,2023,51.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y11-13,99,99,2022,89.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y11-13,99,99,2023,92.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y14-17,99,99,2022,73.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y14-17,99,99,2023,80.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y18-19,99,99,2022,45.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y18-19,99,99,2023,47.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y20-24,99,99,2022,31.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y20-24,99,99,2023,35.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y25-34,99,99,2022,31.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y25-34,99,99,2023,33.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y35-44,99,99,2022,33.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y35-44,99,99,2023,32.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y45-54,99,99,2022,36.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y45-54,99,99,2023,36.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y55-59,99,99,2022,39.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y55-59,99,99,2023,37.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y60-64,99,99,2022,36.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y60-64,99,99,2023,42,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y65-74,99,99,2022,43,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,2,Y65-74,99,99,2023,42.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2022,32.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y_GE11,99,99,2023,32.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y_GE75,99,99,2022,38.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y_GE75,99,99,2023,38.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y11-13,99,99,2022,90.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y11-13,99,99,2023,90.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y14-17,99,99,2022,71.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y14-17,99,99,2023,76.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y18-19,99,99,2022,39.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y18-19,99,99,2023,41.4,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y20-24,99,99,2022,28.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y20-24,99,99,2023,29.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y25-34,99,99,2022,25.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y25-34,99,99,2023,25.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y35-44,99,99,2022,24.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y35-44,99,99,2023,23.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y45-54,99,99,2022,26.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y45-54,99,99,2023,25.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y55-59,99,99,2022,27.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y55-59,99,99,2023,27,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y60-64,99,99,2022,25.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y60-64,99,99,2023,28.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y65-74,99,99,2022,30.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,HSC,9,Y65-74,99,99,2023,29.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y_GE11,99,99,2022,5811,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y_GE11,99,99,2023,5786,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y_GE75,99,99,2022,559,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y_GE75,99,99,2023,587,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y11-13,99,99,2022,782,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y11-13,99,99,2023,786,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y14-17,99,99,2022,777,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y14-17,99,99,2023,892,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y18-19,99,99,2022,189,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y18-19,99,99,2023,203,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y20-24,99,99,2022,423,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y20-24,99,99,2023,342,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y25-34,99,99,2022,608,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y25-34,99,99,2023,585,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y35-44,99,99,2022,583,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y35-44,99,99,2023,508,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y45-54,99,99,2022,765,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y45-54,99,99,2023,690,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y55-59,99,99,2022,334,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y55-59,99,99,2023,376,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y60-64,99,99,2022,273,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y60-64,99,99,2023,304,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y65-74,99,99,2022,518,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,1,Y65-74,99,99,2023,512,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y_GE11,99,99,2022,11621,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y_GE11,99,99,2023,11729,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y_GE75,99,99,2022,2176,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y_GE75,99,99,2023,2162,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y11-13,99,99,2022,764,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y11-13,99,99,2023,719,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y14-17,99,99,2022,809,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y14-17,99,99,2023,849,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y18-19,99,99,2022,281,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y18-19,99,99,2023,290,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y20-24,99,99,2022,428,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y20-24,99,99,2023,503,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y25-34,99,99,2022,954,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y25-34,99,99,2023,1000,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y35-44,99,99,2022,1197,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y35-44,99,99,2023,1156,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y45-54,99,99,2022,1716,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y45-54,99,99,2023,1697,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y55-59,99,99,2022,948,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y55-59,99,99,2023,922,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y60-64,99,99,2022,767,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y60-64,99,99,2023,889,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y65-74,99,99,2022,1582,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,2,Y65-74,99,99,2023,1542,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y_GE11,99,99,2022,17432,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y_GE11,99,99,2023,17514,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y_GE75,99,99,2022,2735,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y_GE75,99,99,2023,2749,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y11-13,99,99,2022,1547,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y11-13,99,99,2023,1505,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y14-17,99,99,2022,1586,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y14-17,99,99,2023,1741,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y18-19,99,99,2022,470,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y18-19,99,99,2023,493,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y20-24,99,99,2022,851,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y20-24,99,99,2023,846,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y25-34,99,99,2022,1562,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y25-34,99,99,2023,1585,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y35-44,99,99,2022,1780,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y35-44,99,99,2023,1664,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y45-54,99,99,2022,2480,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y45-54,99,99,2023,2387,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y55-59,99,99,2022,1282,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y55-59,99,99,2023,1298,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y60-64,99,99,2022,1040,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y60-64,99,99,2023,1192,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y65-74,99,99,2022,2100,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALC_NFUORI,THV,9,Y65-74,99,99,2023,2054,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y_GE11,99,99,2022,74.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y_GE11,99,99,2023,74.9,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y_GE75,99,99,2022,77.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y_GE75,99,99,2023,77.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y11-13,99,99,2022,100,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y11-13,99,99,2023,76.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y14-17,99,99,2022,74.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y14-17,99,99,2023,83.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y18-19,99,99,2022,82.1,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y18-19,99,99,2023,82.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y20-24,99,99,2022,66.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y20-24,99,99,2023,71.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y25-34,99,99,2022,68.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y25-34,99,99,2023,73.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y35-44,99,99,2022,76.8,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y35-44,99,99,2023,73.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y45-54,99,99,2022,75.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y45-54,99,99,2023,76.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y55-59,99,99,2022,79.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y55-59,99,99,2023,76.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y60-64,99,99,2022,73.5,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y60-64,99,99,2023,73.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y65-74,99,99,2022,75,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,1,Y65-74,99,99,2023,74.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,2,Y_GE11,99,99,2022,81.6,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,2,Y_GE11,99,99,2023,82.7,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,2,Y_GE75,99,99,2022,84.2,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,2,Y_GE75,99,99,2023,84.3,,,,,,,,,,,,,
IT1:83_85_DF_DCCV_AVQ_PERSONE1_223(1.0),A,IT,11_ALCF_1VOL,HSC,2,Y11-13,99,99,2022,100,,,,,,,,,,,,,
